Age,Gender,Education,Department,Job_Role,business_travel,daily_rate,HourlyRate,DistanceFromHome,performance_rating,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,Attrition
29,Male,3,Research & Development,Healthcare Representative,Travel Rarely,1329,82,7,3,6,0,1,0,0
48,Male,3,Research & Development,Research Director,Travel Rarely,715,76,1,3,1,0,0,0,0
29,Female,3,Research & Development,Research Director,Travel Rarely,694,87,1,3,7,7,1,7,0
34,Female,3,Research & Development,Research Scientist,Travel Rarely,1320,89,20,3,1,0,0,0,0
44,Male,3,Sales,Manager,Travel Rarely,1099,88,5,3,22,9,3,10,0
33,Male,5,Sales,Sales Executive,Travel Rarely,536,82,10,3,9,8,0,8,0
19,Female,3,Research & Development,Research Scientist,Travel Rarely,265,57,25,3,1,0,0,1,0
23,Male,2,Research & Development,Research Scientist,Travel Rarely,373,47,1,4,1,0,0,1,0
25,Male,1,Sales,Sales Representative,Travel Frequently,599,73,24,3,1,0,1,0,1
26,Male,2,Research & Development,Research Scientist,Travel Rarely,583,53,4,4,8,5,2,2,0
45,Female,3,Sales,Manager,Travel Rarely,1449,94,2,3,24,10,1,11,1
55,Male,1,Research & Development,Healthcare Representative,Non-Travel,177,37,8,3,33,9,15,0,0
21,Female,2,Research & Development,Laboratory Technician,Travel Frequently,251,45,10,4,2,2,2,2,1
46,Female,2,Sales,Manager,Travel Rarely,168,33,4,3,11,4,0,8,0
34,Female,3,Sales,Sales Executive,Travel Rarely,131,86,2,3,3,2,0,2,0
51,Male,3,Sales,Manager,Travel Frequently,237,83,9,4,29,10,11,10,0
59,Male,4,Research & Development,Manufacturing Director,Travel Rarely,1429,67,18,3,9,7,5,4,0
34,Female,3,Research & Development,Laboratory Technician,Travel Frequently,135,46,19,3,11,8,5,10,0
28,Male,4,Research & Development,Laboratory Technician,Travel Frequently,791,44,1,3,4,2,0,2,0
44,Male,2,Research & Development,Manager,Travel Rarely,1199,92,4,3,25,9,14,13,0
34,Male,3,Human Resources,Human Resources,Travel Frequently,648,56,11,3,10,9,1,8,0
35,Male,1,Research & Development,Research Scientist,Travel Rarely,735,66,6,3,3,2,2,2,0
42,Female,4,Research & Development,Research Scientist,Travel Rarely,603,78,7,3,1,0,0,0,0
43,Female,4,Sales,Sales Executive,Travel Rarely,531,56,4,3,21,7,15,17,0
36,Female,4,Research & Development,Manufacturing Director,Travel Rarely,429,53,2,3,16,14,5,12,0
44,Female,3,Research & Development,Healthcare Representative,Travel Rarely,621,73,15,3,10,7,0,5,1
28,Male,3,Research & Development,Laboratory Technician,Travel Frequently,193,52,2,3,2,2,2,2,0
51,Female,2,Research & Development,Laboratory Technician,Travel Frequently,968,40,6,3,7,0,7,7,0
30,Female,2,Research & Development,Manufacturing Director,Non-Travel,879,72,9,3,8,4,1,7,0
29,Female,3,Research & Development,Laboratory Technician,Travel Rarely,806,39,7,3,7,7,7,7,1
28,Male,3,Research & Development,Research Scientist,Travel Rarely,640,84,1,3,3,2,1,2,0
25,Female,3,Research & Development,Research Scientist,Travel Rarely,266,40,1,3,2,2,2,1,0
32,Male,3,Sales,Sales Executive,Travel Rarely,604,56,8,3,10,7,0,8,0
45,Female,3,Research & Development,Manager,Travel Frequently,364,83,25,4,0,0,0,0,0
39,Female,4,Research & Development,Manager,Travel Rarely,412,94,13,3,19,9,15,2,0
58,Male,4,Research & Development,Research Scientist,Travel Rarely,848,88,23,3,2,2,2,2,0
32,Male,2,Research & Development,Laboratory Technician,Travel Rarely,1089,79,7,3,10,4,1,1,1
39,Male,3,Research & Development,Research Scientist,Travel Rarely,360,93,23,3,5,2,0,3,1
30,Female,3,Research & Development,Laboratory Technician,Travel Rarely,1138,48,6,3,9,2,6,7,0
36,Female,4,Research & Development,Healthcare Representative,Travel Rarely,325,63,10,3,7,7,1,7,0
46,Female,2,Human Resources,Human Resources,Travel Rarely,991,44,1,3,7,6,5,7,0
28,Female,3,Research & Development,Laboratory Technician,Non-Travel,1476,55,1,3,9,8,7,5,0
50,Female,3,Research & Development,Research Director,Travel Rarely,1322,43,28,3,3,2,1,2,0
40,Male,4,Sales,Sales Executive,Travel Rarely,299,57,25,3,5,4,1,0,1
52,Male,3,Sales,Sales Executive,Travel Rarely,1030,64,5,3,8,7,7,7,1
30,Female,4,Research & Development,Manager,Travel Rarely,634,95,17,4,9,1,0,8,0
39,Male,2,Research & Development,Manufacturing Director,Travel Rarely,524,32,18,3,8,7,1,7,0
31,Female,4,Sales,Sales Executive,Non-Travel,587,57,2,3,10,8,9,6,0
41,Male,2,Sales,Sales Executive,Non-Travel,256,40,10,3,19,2,11,9,0
31,Female,3,Sales,Sales Representative,Travel Frequently,1060,54,1,3,3,2,2,2,1
44,Male,3,Research & Development,Laboratory Technician,Travel Rarely,935,89,3,3,3,2,1,2,1
42,Male,1,Research & Development,Manager,Non-Travel,495,37,2,3,20,8,2,10,0
55,Female,2,Research & Development,Manager,Travel Rarely,282,58,2,3,19,9,9,11,0
56,Male,4,Human Resources,Manager,Travel Rarely,206,99,8,3,7,3,7,7,0
40,Male,2,Research & Development,Research Scientist,Non-Travel,458,74,16,3,4,2,0,0,0
34,Male,3,Research & Development,Healthcare Representative,Travel Rarely,943,86,9,3,9,7,1,6,0
40,Male,3,Research & Development,Research Scientist,Travel Rarely,523,98,2,3,9,8,8,8,0
41,Female,3,Sales,Sales Executive,Travel Frequently,1018,66,1,3,9,3,1,7,0
35,Male,4,Research & Development,Research Scientist,Travel Frequently,482,87,4,3,9,6,1,1,0
51,Male,3,Human Resources,Manager,Travel Rarely,770,84,5,3,33,9,0,10,0
38,Female,2,Sales,Sales Executive,Travel Rarely,1009,31,2,3,7,7,1,7,0
34,Female,2,Sales,Sales Executive,Travel Rarely,507,66,15,3,10,8,9,6,0
25,Male,1,Research & Development,Laboratory Technician,Travel Rarely,882,67,19,3,3,2,1,2,0
58,Female,4,Research & Development,Manufacturing Director,Travel Rarely,601,53,7,3,10,9,5,9,1
40,Male,4,Research & Development,Laboratory Technician,Travel Rarely,329,88,1,4,4,2,0,3,0
36,Female,3,Sales,Sales Executive,Travel Frequently,607,83,7,3,15,7,6,13,0
48,Male,3,Research & Development,Manufacturing Director,Travel Rarely,855,54,4,3,10,9,0,8,0
27,Female,3,Sales,Sales Representative,Travel Rarely,1291,98,11,3,1,0,0,0,0
51,Female,2,Research & Development,Manufacturing Director,Travel Rarely,1405,82,11,3,5,2,0,3,0
18,Female,3,Research & Development,Laboratory Technician,Non-Travel,1124,97,1,3,0,0,0,0,0
35,Female,3,Research & Development,Laboratory Technician,Travel Rarely,817,60,1,3,9,7,0,0,0
27,Male,1,Sales,Sales Executive,Travel Frequently,793,43,2,4,6,2,0,0,0
55,Male,4,Sales,Sales Executive,Travel Rarely,267,85,13,3,19,7,3,8,1
56,Male,3,Research & Development,Manufacturing Director,Travel Rarely,1369,68,23,3,19,16,15,9,0
34,Female,1,Research & Development,Research Scientist,Non-Travel,999,92,26,4,5,4,0,0,0
40,Female,1,Research & Development,Healthcare Representative,Travel Rarely,1202,89,2,4,12,11,11,8,0
34,Male,3,Research & Development,Laboratory Technician,Travel Rarely,285,86,29,3,8,7,7,7,0
31,Female,3,Sales,Sales Representative,Travel Frequently,703,90,2,3,1,0,0,0,1
35,Female,4,Sales,Sales Executive,Travel Frequently,662,67,18,3,4,2,3,2,1
38,Male,3,Research & Development,Research Scientist,Travel Frequently,693,57,7,3,4,2,0,3,0
34,Female,4,Research & Development,Healthcare Representative,Travel Rarely,404,98,2,3,14,11,4,11,0
28,Male,3,Sales,Sales Executive,Travel Rarely,736,48,26,3,5,3,0,4,0
31,Male,4,Research & Development,Manufacturing Director,Travel Rarely,330,98,22,3,10,2,6,7,1
39,Male,4,Sales,Sales Executive,Travel Rarely,1498,44,21,3,5,4,1,4,0
51,Male,3,Sales,Sales Executive,Travel Frequently,541,52,2,3,4,2,3,2,0
41,Female,3,Research & Development,Research Scientist,Travel Frequently,1200,75,22,3,6,2,3,3,0
37,Male,1,Research & Development,Research Scientist,Travel Rarely,1439,54,4,3,6,4,1,3,0
33,Male,1,Sales,Sales Executive,Travel Frequently,1111,61,5,3,5,4,1,2,0
32,Male,1,Sales,Sales Executive,Travel Rarely,499,36,2,3,3,2,1,2,0
39,Male,2,Research & Development,Healthcare Representative,Non-Travel,1485,71,25,4,6,4,0,5,0
25,Male,1,Sales,Sales Executive,Travel Rarely,1372,93,18,3,3,2,1,2,0
52,Female,2,Research & Development,Manufacturing Director,Travel Frequently,322,59,28,3,5,3,0,2,0
43,Female,3,Research & Development,Research Scientist,Travel Rarely,930,73,6,3,20,7,1,8,0
27,Female,3,Sales,Sales Executive,Travel Rarely,205,98,10,3,6,2,4,4,0
27,Female,4,Research & Development,Research Scientist,Travel Rarely,135,51,17,3,8,2,7,7,1
26,Male,1,Research & Development,Research Scientist,Travel Rarely,683,36,2,3,4,3,1,1,0
42,Female,3,Human Resources,Manager,Travel Rarely,1147,31,10,3,20,7,0,9,0
52,Female,4,Research & Development,Laboratory Technician,Travel Rarely,258,54,8,3,5,4,0,4,0
37,Female,3,Research & Development,Laboratory Technician,Travel Rarely,1462,94,11,3,3,2,0,2,0
35,Male,2,Research & Development,Manufacturing Director,Travel Frequently,200,60,18,3,2,2,2,2,0
25,Male,3,Research & Development,Laboratory Technician,Travel Rarely,949,81,1,3,3,2,0,2,0
26,Male,3,Research & Development,Laboratory Technician,Travel Rarely,652,100,7,3,7,7,0,7,0
29,Male,3,Human Resources,Human Resources,Travel Rarely,332,51,17,3,10,9,0,9,0
49,Male,2,Research & Development,Laboratory Technician,Travel Frequently,1475,97,28,4,4,3,1,3,1
29,Female,1,Research & Development,Healthcare Representative,Travel Frequently,337,84,14,3,8,7,7,7,1
54,Female,3,Research & Development,Research Director,Travel Rarely,971,54,1,3,20,7,12,7,0
58,Female,3,Research & Development,Research Director,Travel Rarely,1055,76,1,4,9,8,1,5,0
55,Male,4,Research & Development,Research Director,Travel Rarely,1136,81,1,3,7,7,0,0,0
36,Female,4,Sales,Sales Executive,Travel Rarely,1174,99,3,3,5,4,0,1,0
31,Female,4,Sales,Sales Representative,Travel Frequently,667,50,1,3,1,0,0,0,1
30,Female,4,Sales,Sales Executive,Travel Rarely,855,73,7,3,3,2,0,2,0
31,Female,5,Research & Development,Research Director,Travel Rarely,182,93,8,3,3,2,1,0,0
34,Male,4,Research & Development,Research Scientist,Travel Frequently,560,91,1,3,4,3,1,3,0
31,Female,3,Research & Development,Research Scientist,Travel Rarely,202,34,8,3,1,0,0,0,1
27,Male,1,Research & Development,Laboratory Technician,Travel Rarely,1377,91,11,3,5,0,1,4,0
36,Male,4,Research & Development,Laboratory Technician,Travel Rarely,172,37,4,3,10,4,1,8,0
36,Female,4,Sales,Sales Executive,Travel Rarely,329,98,16,3,3,2,0,2,0
47,Male,3,Research & Development,Research Scientist,Travel Rarely,465,74,1,3,6,5,1,2,0
25,Male,2,Sales,Sales Representative,Travel Rarely,383,68,9,3,3,2,2,2,1
37,Male,2,Research & Development,Laboratory Technician,Non-Travel,1413,84,5,3,6,5,1,3,0
56,Female,2,Research & Development,Research Scientist,Travel Rarely,1255,90,1,4,3,2,1,0,0
47,Female,4,Research & Development,Research Director,Travel Rarely,359,82,2,3,20,17,5,6,0
24,Female,1,Sales,Sales Executive,Travel Rarely,1476,42,4,3,5,4,0,3,0
32,Male,5,Sales,Sales Executive,Travel Rarely,601,97,7,3,4,3,0,3,0
34,Female,3,Research & Development,Laboratory Technician,Travel Rarely,401,86,1,3,5,4,0,2,0
41,Male,5,Research & Development,Research Scientist,Travel Rarely,1283,90,5,3,4,2,0,3,0
40,Male,4,Research & Development,Laboratory Technician,Non-Travel,663,81,9,3,8,7,0,7,0
31,Male,2,Sales,Sales Executive,Travel Rarely,326,31,8,3,13,7,9,9,0
46,Male,3,Sales,Sales Executive,Travel Rarely,377,52,9,3,7,7,4,3,1
39,Female,3,Research & Development,Laboratory Technician,Non-Travel,592,54,2,4,1,0,0,0,1
31,Female,5,Research & Development,Manufacturing Director,Travel Frequently,1445,100,1,3,10,8,4,7,1
45,Male,3,Research & Development,Healthcare Representative,Travel Rarely,1038,95,20,3,7,7,0,7,0
31,Female,2,Human Resources,Human Resources,Travel Rarely,1398,96,8,3,3,2,0,2,0
31,Male,3,Research & Development,Laboratory Technician,Travel Frequently,523,94,2,3,2,2,2,2,1
45,Male,3,Research & Development,Manufacturing Director,Travel Rarely,1448,55,29,3,3,1,1,2,0
48,Male,3,Sales,Sales Executive,Travel Rarely,1221,96,7,3,2,2,2,2,0
34,Female,4,Human Resources,Human Resources,Travel Rarely,1107,52,9,3,2,2,2,2,1
40,Male,1,Research & Development,Research Director,Non-Travel,218,55,8,3,9,8,4,8,0
28,Male,3,Sales,Sales Executive,Travel Rarely,866,84,5,3,5,4,1,3,0
44,Male,3,Research & Development,Laboratory Technician,Non-Travel,981,90,5,3,5,2,0,3,0
53,Male,3,Research & Development,Research Director,Travel Rarely,447,39,2,3,9,8,8,8,0
49,Male,4,Research & Development,Healthcare Representative,Travel Rarely,1495,96,5,3,3,2,1,2,0
40,Male,3,Research & Development,Research Scientist,Travel Rarely,896,68,2,3,3,1,1,2,0
44,Male,3,Research & Development,Research Scientist,Travel Rarely,1467,49,20,3,5,2,1,3,0
33,Male,3,Sales,Sales Executive,Travel Frequently,430,54,7,3,4,3,0,3,0
34,Male,3,Sales,Sales Executive,Travel Rarely,1326,81,3,3,13,9,3,12,0
30,Male,1,Sales,Sales Executive,Travel Rarely,1358,96,16,3,2,1,2,2,0
42,Female,2,Research & Development,Laboratory Technician,Travel Frequently,748,74,9,3,12,9,5,8,0
44,Female,5,Sales,Sales Executive,Travel Frequently,383,79,1,3,1,0,0,0,0
30,Male,3,Research & Development,Research Scientist,Non-Travel,990,64,7,3,1,0,0,0,0
57,Male,2,Research & Development,Research Scientist,Travel Rarely,405,93,1,4,12,9,2,8,0
49,Male,4,Research & Development,Healthcare Representative,Travel Rarely,1490,35,7,3,8,7,0,7,0
34,Male,3,Research & Development,Research Director,Travel Frequently,829,71,15,3,14,8,6,9,0
28,Male,3,Sales,Sales Representative,Travel Frequently,1496,92,1,3,3,2,1,2,1
29,Female,3,Sales,Sales Executive,Travel Frequently,115,51,13,3,5,3,0,0,1
34,Female,4,Sales,Sales Executive,Travel Rarely,790,40,24,4,15,9,10,10,1
35,Male,1,Sales,Sales Representative,Travel Rarely,660,76,7,3,1,0,0,0,0
24,Male,3,Research & Development,Laboratory Technician,Travel Frequently,381,89,9,3,0,0,0,0,1
24,Female,2,Sales,Sales Representative,Non-Travel,830,78,13,3,1,0,0,0,0
44,Male,1,Research & Development,Manufacturing Director,Travel Frequently,1193,86,2,3,2,2,2,2,0
29,Male,3,Sales,Sales Executive,Travel Rarely,1246,77,19,3,10,7,0,4,0
30,Male,3,Human Resources,Human Resources,Travel Rarely,330,46,1,4,5,3,1,3,0
55,Male,4,Research & Development,Healthcare Representative,Travel Rarely,1229,30,4,3,3,2,1,2,0
33,Female,4,Research & Development,Laboratory Technician,Travel Rarely,1099,82,4,3,5,4,0,2,0
47,Female,3,Sales,Sales Executive,Travel Rarely,571,78,14,3,5,4,1,2,0
28,Male,2,Research & Development,Laboratory Technician,Travel Frequently,289,38,2,3,0,0,0,0,1
28,Male,3,Research & Development,Research Scientist,Travel Rarely,1423,72,1,3,1,0,0,0,0
28,Male,3,Sales,Sales Executive,Travel Frequently,467,55,7,3,4,2,1,3,0
49,Female,2,Research & Development,Laboratory Technician,Travel Rarely,271,43,3,4,3,2,1,2,0
29,Female,1,Research & Development,Laboratory Technician,Travel Frequently,410,97,2,3,3,2,0,2,0
28,Male,1,Research & Development,Manufacturing Director,Travel Rarely,1083,96,29,3,8,6,1,7,0
33,Male,5,Research & Development,Healthcare Representative,Travel Rarely,516,69,8,3,0,0,0,0,0
32,Male,3,Research & Development,Manager,Travel Rarely,495,64,10,4,5,2,0,0,0
54,Female,4,Research & Development,Manager,Travel Frequently,1050,87,11,4,14,9,1,12,0
29,Male,4,Research & Development,Research Scientist,Travel Rarely,224,100,1,3,9,7,0,7,1
44,Male,3,Research & Development,Research Director,Travel Rarely,136,32,28,3,20,6,14,17,0
39,Female,3,Research & Development,Manufacturing Director,Travel Rarely,1089,32,6,3,2,0,2,2,0
46,Female,3,Sales,Manager,Travel Rarely,228,51,3,3,13,12,5,1,0
35,Female,3,Research & Development,Healthcare Representative,Travel Rarely,1029,91,16,3,11,8,3,3,0
23,Male,1,Research & Development,Laboratory Technician,Travel Rarely,507,97,20,3,4,3,1,2,0
40,Male,4,Research & Development,Laboratory Technician,Travel Rarely,676,86,9,3,5,4,1,0,1
34,Male,3,Sales,Sales Executive,Travel Rarely,971,64,1,3,10,9,8,6,0
31,Female,3,Research & Development,Research Scientist,Travel Frequently,561,33,3,3,7,2,7,7,1
50,Male,5,Research & Development,Research Director,Travel Frequently,333,88,22,3,32,6,13,9,0
34,Male,2,Sales,Sales Representative,Travel Rarely,1440,55,7,4,11,10,5,7,0
42,Male,3,Research & Development,Laboratory Technician,Travel Rarely,1210,68,2,3,1,0,0,0,0
37,Male,3,Research & Development,Research Scientist,Travel Rarely,674,47,13,3,10,8,3,7,0
29,Female,1,Research & Development,Healthcare Representative,Travel Rarely,441,39,8,3,7,7,0,7,0
33,Male,3,Research & Development,Manufacturing Director,Travel Rarely,575,44,25,3,5,3,0,2,0
45,Male,3,Research & Development,Research Scientist,Travel Rarely,950,97,28,4,5,4,0,3,0
42,Male,3,Research & Development,Healthcare Representative,Travel Frequently,288,40,2,3,20,8,13,9,0
40,Male,2,Sales,Sales Executive,Travel Rarely,1342,47,9,3,8,4,7,1,0
33,Male,4,Research & Development,Laboratory Technician,Travel Rarely,589,79,28,3,15,14,5,7,0
40,Male,2,Human Resources,Manager,Travel Rarely,898,38,6,4,21,7,7,7,0
24,Male,2,Research & Development,Laboratory Technician,Travel Rarely,350,57,21,3,1,1,0,0,0
40,Male,2,Research & Development,Healthcare Representative,Non-Travel,1142,72,8,3,2,2,2,2,0
45,Male,4,Research & Development,Healthcare Representative,Travel Rarely,538,66,1,3,10,8,7,7,0
35,Female,4,Sales,Sales Representative,Travel Rarely,1402,98,28,4,5,3,4,2,0
32,Female,2,Research & Development,Research Scientist,Travel Rarely,824,67,5,3,7,1,2,5,0
36,Male,4,Sales,Sales Representative,Travel Rarely,1157,70,2,4,3,2,1,2,0
48,Female,4,Sales,Sales Executive,Travel Rarely,492,96,16,3,8,7,7,7,0
29,Male,3,Research & Development,Research Scientist,Travel Rarely,598,91,9,3,1,0,0,0,0
33,Male,4,Sales,Sales Executive,Travel Rarely,1242,46,8,3,2,2,2,2,0
30,Male,3,Sales,Sales Executive,Travel Rarely,740,64,1,3,10,8,6,7,1
38,Male,4,Human Resources,Human Resources,Travel Frequently,888,71,10,3,6,3,1,2,0
35,Male,3,Research & Development,Laboratory Technician,Travel Rarely,992,68,1,3,3,0,1,2,0
30,Male,4,Sales,Sales Executive,Travel Rarely,1288,33,29,3,4,2,1,3,0
35,Female,3,Research & Development,Laboratory Technician,Travel Rarely,104,69,2,3,1,0,0,0,1
53,Female,5,Research & Development,Manufacturing Director,Travel Rarely,607,78,2,3,33,7,1,9,1
38,Male,3,Research & Development,Manufacturing Director,Travel Rarely,903,81,2,3,5,2,1,4,1
32,Male,4,Research & Development,Research Scientist,Non-Travel,1200,62,1,3,6,5,1,2,0
48,Female,4,Research & Development,Research Scientist,Travel Rarely,1108,65,15,3,8,2,7,6,0
34,Male,4,Research & Development,Research Scientist,Travel Rarely,479,35,7,3,1,0,0,0,0
55,Male,5,Sales,Manager,Travel Rarely,685,60,26,4,36,6,2,13,0
34,Male,4,Research & Development,Research Scientist,Travel Rarely,1351,45,1,3,2,2,2,1,0
26,Female,3,Research & Development,Research Scientist,Travel Rarely,474,89,3,4,1,0,0,0,0
38,Male,3,Sales,Sales Executive,Travel Rarely,1245,80,14,3,9,8,7,7,0
38,Female,3,Sales,Sales Executive,Travel Rarely,437,90,16,3,3,2,1,2,0
36,Female,4,Sales,Sales Executive,Travel Rarely,884,73,1,3,1,0,0,0,0
29,Male,1,Research & Development,Laboratory Technician,Travel Rarely,1370,87,3,3,10,9,1,5,0
35,Female,4,Research & Development,Healthcare Representative,Travel Rarely,670,51,10,3,5,2,0,4,0
39,Male,3,Sales,Sales Executive,Travel Rarely,1462,38,6,3,7,6,7,6,0
29,Male,1,Research & Development,Healthcare Representative,Travel Frequently,995,87,2,3,6,4,1,3,0
50,Male,3,Sales,Manager,Travel Rarely,264,59,9,3,1,0,0,0,0
23,Male,3,Research & Development,Research Scientist,Travel Rarely,977,45,10,3,2,2,2,2,0
36,Male,4,Research & Development,Laboratory Technician,Travel Frequently,1302,80,6,3,3,2,0,2,0
42,Male,2,Research & Development,Manager,Travel Rarely,1059,93,9,4,1,0,0,1,0
35,Male,3,Research & Development,Laboratory Technician,Travel Rarely,750,46,28,3,10,9,6,8,0
34,Male,4,Research & Development,Healthcare Representative,Travel Frequently,653,92,10,3,8,2,7,7,0
40,Female,2,Sales,Sales Executive,Travel Rarely,118,84,14,3,5,4,1,2,0
43,Male,3,Research & Development,Laboratory Technician,Travel Rarely,990,87,27,3,6,4,0,2,0
35,Male,2,Research & Development,Laboratory Technician,Travel Rarely,1349,63,7,3,1,0,0,1,0
46,Male,4,Sales,Manager,Travel Rarely,563,56,1,3,26,0,0,12,0
28,Male,3,Research & Development,Laboratory Technician,Travel Rarely,329,51,24,3,1,1,0,0,1
22,Female,2,Research & Development,Research Scientist,Non-Travel,457,85,26,3,4,2,1,3,0
50,Male,5,Research & Development,Healthcare Representative,Travel Frequently,1234,41,20,3,30,8,12,13,0
32,Female,4,Research & Development,Research Scientist,Travel Rarely,634,35,5,3,3,2,0,2,0
44,Female,3,Research & Development,Research Director,Travel Rarely,1313,31,7,3,22,7,1,10,0
30,Male,3,Research & Development,Research Scientist,Travel Rarely,241,48,7,3,6,4,1,1,0
45,Female,5,Research & Development,Laboratory Technician,Travel Rarely,1015,50,5,3,10,7,1,4,0
45,Male,3,Sales,Sales Executive,Non-Travel,336,52,26,3,10,7,4,5,0
31,Male,4,Sales,Sales Executive,Travel Frequently,715,54,2,3,5,2,0,3,0
36,Female,4,Research & Development,Manufacturing Director,Travel Rarely,559,76,12,3,3,2,1,1,0
34,Male,4,Research & Development,Manufacturing Director,Travel Frequently,426,42,10,3,9,7,7,2,0
49,Female,4,Research & Development,Laboratory Technician,Travel Rarely,722,84,25,3,9,6,1,4,0
39,Male,5,Research & Development,Manufacturing Director,Travel Rarely,1387,76,10,3,7,7,7,7,0
27,Male,3,Research & Development,Laboratory Technician,Travel Rarely,1302,67,19,3,7,7,0,7,0
35,Male,5,Research & Development,Research Scientist,Travel Rarely,819,48,18,3,16,15,1,10,0
28,Female,3,Research & Development,Manufacturing Director,Travel Rarely,580,39,27,4,5,3,0,0,0
21,Male,1,Research & Development,Research Scientist,Travel Rarely,546,97,5,3,2,2,2,2,0
18,Female,2,Sales,Sales Representative,Travel Frequently,544,70,3,3,0,0,0,0,1
47,Female,4,Human Resources,Manager,Travel Rarely,1176,98,26,3,5,2,1,0,0
39,Male,2,Research & Development,Laboratory Technician,Travel Rarely,170,76,3,3,10,8,0,7,0
40,Female,3,Research & Development,Manufacturing Director,Travel Rarely,884,80,15,3,18,15,14,12,0
35,Female,4,Research & Development,Healthcare Representative,Non-Travel,208,52,8,3,14,11,2,9,0
37,Male,3,Research & Development,Manufacturing Director,Travel Rarely,671,85,19,3,4,3,0,2,0
39,Female,3,Research & Development,Manufacturing Director,Travel Frequently,711,81,4,3,9,2,3,8,0
45,Female,2,Research & Development,Manufacturing Director,Travel Rarely,1329,59,2,3,10,7,3,9,0
38,Female,2,Research & Development,Manufacturing Director,Travel Rarely,397,54,2,3,5,4,0,2,0
35,Male,3,Sales,Sales Executive,Travel Rarely,737,55,10,3,13,12,6,0,1
37,Female,3,Research & Development,Research Scientist,Travel Rarely,1470,71,10,3,8,4,7,7,0
40,Female,3,Research & Development,Manufacturing Director,Travel Rarely,448,84,16,3,4,2,3,3,0
44,Male,5,Human Resources,Human Resources,Travel Frequently,602,37,1,3,10,7,0,2,0
48,Male,5,Research & Development,Manager,Travel Frequently,365,89,4,4,2,2,2,2,0
35,Male,2,Sales,Sales Executive,Travel Rarely,763,59,15,3,2,2,2,2,1
24,Female,1,Research & Development,Research Scientist,Travel Frequently,567,32,2,3,6,3,1,3,0
27,Female,3,Research & Development,Research Scientist,Travel Rarely,486,86,8,3,3,2,0,2,0
27,Male,3,Research & Development,Research Scientist,Travel Frequently,591,87,2,3,4,2,1,2,0
40,Male,3,Research & Development,Laboratory Technician,Travel Rarely,1329,73,7,3,4,2,0,3,1
29,Male,3,Sales,Sales Executive,Travel Rarely,469,42,10,3,5,2,1,4,0
36,Female,4,Research & Development,Healthcare Representative,Travel Rarely,711,42,5,3,3,2,0,2,0
25,Male,1,Research & Development,Manufacturing Director,Travel Frequently,772,77,2,3,7,7,0,7,0
39,Male,3,Research & Development,Manufacturing Director,Travel Rarely,492,66,12,4,5,4,1,0,0
49,Female,4,Research & Development,Research Director,Travel Rarely,301,72,22,3,4,2,1,2,0
50,Female,5,Research & Development,Research Director,Travel Rarely,813,50,17,3,14,11,1,11,0
20,Female,3,Sales,Sales Representative,Travel Rarely,1141,31,2,3,2,2,2,2,0
34,Female,3,Research & Development,Research Scientist,Travel Rarely,1130,66,3,3,11,8,7,9,0
36,Male,3,Research & Development,Laboratory Technician,Travel Rarely,311,77,7,3,4,3,1,3,0
49,Female,1,Research & Development,Healthcare Representative,Travel Rarely,465,41,6,3,15,11,2,12,0
36,Female,4,Research & Development,Manufacturing Director,Non-Travel,894,33,1,3,3,2,1,2,0
36,Male,2,Research & Development,Healthcare Representative,Travel Rarely,1040,79,3,4,5,4,0,4,0
54,Female,5,Research & Development,Manager,Travel Rarely,584,91,22,4,10,8,4,7,0
43,Male,2,Research & Development,Research Director,Travel Rarely,1291,65,15,4,14,10,6,11,0
35,Male,4,Sales,Sales Executive,Travel Frequently,880,36,12,4,11,9,6,7,1
38,Male,3,Research & Development,Research Scientist,Travel Frequently,1189,90,1,3,13,11,2,9,0
29,Male,3,Sales,Sales Executive,Travel Rarely,991,43,5,3,10,0,0,9,0
33,Male,4,Sales,Sales Executive,Travel Rarely,392,93,2,3,6,2,0,4,0
32,Male,3,Research & Development,Research Scientist,Travel Rarely,977,45,2,3,9,5,1,6,0
31,Female,4,Sales,Sales Executive,Travel Rarely,1112,67,5,3,10,0,0,2,0
49,Female,3,Research & Development,Laboratory Technician,Travel Rarely,464,74,16,3,2,2,2,2,0
38,Female,3,Research & Development,Laboratory Technician,Travel Frequently,148,42,2,4,4,3,3,3,0
47,Female,4,Sales,Manager,Travel Rarely,1225,47,2,3,3,2,1,2,0
49,Male,3,Research & Development,Manager,Travel Rarely,809,36,1,3,8,7,0,0,0
41,Male,2,Sales,Sales Executive,Travel Rarely,1206,80,23,3,2,0,0,2,0
20,Male,1,Sales,Sales Representative,Travel Rarely,727,54,9,3,2,2,0,2,0
33,Female,3,Sales,Sales Executive,Non-Travel,530,36,16,4,6,5,1,2,0
36,Male,4,Research & Development,Healthcare Representative,Travel Rarely,1351,80,26,3,3,2,0,2,0
44,Female,3,Human Resources,Human Resources,Travel Rarely,528,44,1,3,2,2,2,2,0
23,Male,1,Research & Development,Laboratory Technician,Travel Rarely,1320,93,8,3,5,4,1,2,1
38,Female,2,Research & Development,Laboratory Technician,Travel Rarely,1495,87,4,3,0,0,0,0,0
53,Male,4,Research & Development,Healthcare Representative,Travel Rarely,1395,48,24,3,4,3,1,2,0
48,Female,2,Sales,Sales Representative,Travel Frequently,708,95,7,3,9,7,7,7,1
